UNIQUE_ID,RES,TILEH,TILEV,COL,ROW,LAT,LON,ISO3,PERC_TREE_COVER,ADM_REGION,ECO_REGION,MATT_HANSEN_DEFOR,PROBABILITY,DATE
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,9/14/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,9/30/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,10/16/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,11/1/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,11/17/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,12/3/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,12/19/2006
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,1/1/2007
500_0021_0008_1493_2335,500,21,8,1493,2335,0.268749999999995,36.22331514901069,KEN,43,18974,30108,0,76,1/17/2007
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,12/19/2005
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,1/1/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,1/17/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,2/2/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,2/18/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,3/6/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,3/22/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,4/7/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,4/23/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,5/9/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,5/25/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,6/10/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,6/26/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,7/12/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,7/28/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,8/13/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,8/29/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,9/14/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,9/30/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,10/16/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,11/1/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,11/17/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,12/3/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,12/19/2006
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,1/1/2007
500_0021_0008_1493_2333,500,21,8,1493,2333,0.2770833333333182,36.22334024447166,KEN,32,18974,30108,0,91,1/17/2007
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,12/19/2005
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,1/1/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,1/17/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,2/2/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,2/18/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,3/6/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,3/22/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,4/7/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,4/23/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,5/9/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,5/25/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,6/10/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,6/26/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,7/12/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,7/28/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,8/13/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,8/29/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,9/14/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,9/30/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,10/16/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,11/1/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,11/17/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,12/3/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,12/19/2006
500_0021_0008_1493_2331,500,21,8,1493,2331,0.28541666666665816,36.22336610623657,KEN,26,18974,30108,0,68,1/1/2007
